image_id,image_path,annotation_path,has_annotation
IMG002878,/content/drive/MyDrive/TumorDataset/sample_data/IMG002878.jpeg,,0
IMG002906,/content/drive/MyDrive/TumorDataset/sample_data/IMG002906.jpeg,,0
IMG002892,/content/drive/MyDrive/TumorDataset/sample_data/IMG002892.jpeg,,0
IMG002962,/content/drive/MyDrive/TumorDataset/sample_data/IMG002962.jpeg,,0
IMG002993,/content/drive/MyDrive/TumorDataset/sample_data/IMG002993.jpeg,,0
IMG002972,/content/drive/MyDrive/TumorDataset/sample_data/IMG002972.jpeg,,0
IMG002950,/content/drive/MyDrive/TumorDataset/sample_data/IMG002950.jpeg,,0
IMG002937,/content/drive/MyDrive/TumorDataset/sample_data/IMG002937.jpeg,,0
IMG002988,/content/drive/MyDrive/TumorDataset/sample_data/IMG002988.jpeg,,0
IMG002941,/content/drive/MyDrive/TumorDataset/sample_data/IMG002941.jpeg,,0
IMG002926,/content/drive/MyDrive/TumorDataset/sample_data/IMG002926.jpeg,,0
IMG002935,/content/drive/MyDrive/TumorDataset/sample_data/IMG002935.jpeg,,0
IMG002960,/content/drive/MyDrive/TumorDataset/sample_data/IMG002960.jpeg,,0
IMG002951,/content/drive/MyDrive/TumorDataset/sample_data/IMG002951.jpeg,,0
IMG002945,/content/drive/MyDrive/TumorDataset/sample_data/IMG002945.jpeg,,0
IMG002922,/content/drive/MyDrive/TumorDataset/sample_data/IMG002922.jpeg,,0
IMG002949,/content/drive/MyDrive/TumorDataset/sample_data/IMG002949.jpeg,,0
IMG002942,/content/drive/MyDrive/TumorDataset/sample_data/IMG002942.jpeg,,0
IMG002957,/content/drive/MyDrive/TumorDataset/sample_data/IMG002957.jpeg,,0
IMG002919,/content/drive/MyDrive/TumorDataset/sample_data/IMG002919.jpeg,,0
IMG002956,/content/drive/MyDrive/TumorDataset/sample_data/IMG002956.jpeg,,0
IMG002943,/content/drive/MyDrive/TumorDataset/sample_data/IMG002943.jpeg,,0
IMG002938,/content/drive/MyDrive/TumorDataset/sample_data/IMG002938.jpeg,,0
IMG002966,/content/drive/MyDrive/TumorDataset/sample_data/IMG002966.jpeg,,0
IMG002984,/content/drive/MyDrive/TumorDataset/sample_data/IMG002984.jpeg,,0
IMG002996,/content/drive/MyDrive/TumorDataset/sample_data/IMG002996.jpeg,,0
IMG002973,/content/drive/MyDrive/TumorDataset/sample_data/IMG002973.jpeg,,0
IMG002980,/content/drive/MyDrive/TumorDataset/sample_data/IMG002980.jpeg,,0
IMG002975,/content/drive/MyDrive/TumorDataset/sample_data/IMG002975.jpeg,,0
IMG002955,/content/drive/MyDrive/TumorDataset/sample_data/IMG002955.jpeg,,0
IMG002979,/content/drive/MyDrive/TumorDataset/sample_data/IMG002979.jpeg,,0
IMG002991,/content/drive/MyDrive/TumorDataset/sample_data/IMG002991.jpeg,,0
IMG002923,/content/drive/MyDrive/TumorDataset/sample_data/IMG002923.jpeg,,0
IMG002967,/content/drive/MyDrive/TumorDataset/sample_data/IMG002967.jpeg,,0
IMG002918,/content/drive/MyDrive/TumorDataset/sample_data/IMG002918.jpeg,,0
IMG002999,/content/drive/MyDrive/TumorDataset/sample_data/IMG002999.jpeg,,0
IMG002930,/content/drive/MyDrive/TumorDataset/sample_data/IMG002930.jpeg,,0
IMG002998,/content/drive/MyDrive/TumorDataset/sample_data/IMG002998.jpeg,,0
IMG002970,/content/drive/MyDrive/TumorDataset/sample_data/IMG002970.jpeg,,0
IMG002933,/content/drive/MyDrive/TumorDataset/sample_data/IMG002933.jpeg,,0
IMG002961,/content/drive/MyDrive/TumorDataset/sample_data/IMG002961.jpeg,,0
IMG002929,/content/drive/MyDrive/TumorDataset/sample_data/IMG002929.jpeg,,0
IMG002936,/content/drive/MyDrive/TumorDataset/sample_data/IMG002936.jpeg,,0
IMG002932,/content/drive/MyDrive/TumorDataset/sample_data/IMG002932.jpeg,,0
IMG002944,/content/drive/MyDrive/TumorDataset/sample_data/IMG002944.jpeg,,0
IMG002965,/content/drive/MyDrive/TumorDataset/sample_data/IMG002965.jpeg,,0
IMG002977,/content/drive/MyDrive/TumorDataset/sample_data/IMG002977.jpeg,,0
IMG002934,/content/drive/MyDrive/TumorDataset/sample_data/IMG002934.jpeg,,0
IMG002952,/content/drive/MyDrive/TumorDataset/sample_data/IMG002952.jpeg,,0
IMG003000,/content/drive/MyDrive/TumorDataset/sample_data/IMG003000.jpeg,,0
IMG002924,/content/drive/MyDrive/TumorDataset/sample_data/IMG002924.jpeg,,0
IMG002983,/content/drive/MyDrive/TumorDataset/sample_data/IMG002983.jpeg,,0
IMG002948,/content/drive/MyDrive/TumorDataset/sample_data/IMG002948.jpeg,,0
IMG002974,/content/drive/MyDrive/TumorDataset/sample_data/IMG002974.jpeg,,0
IMG002997,/content/drive/MyDrive/TumorDataset/sample_data/IMG002997.jpeg,,0
IMG002928,/content/drive/MyDrive/TumorDataset/sample_data/IMG002928.jpeg,,0
IMG002985,/content/drive/MyDrive/TumorDataset/sample_data/IMG002985.jpeg,,0
IMG002939,/content/drive/MyDrive/TumorDataset/sample_data/IMG002939.jpeg,,0
IMG002947,/content/drive/MyDrive/TumorDataset/sample_data/IMG002947.jpeg,,0
IMG002931,/content/drive/MyDrive/TumorDataset/sample_data/IMG002931.jpeg,,0
IMG002992,/content/drive/MyDrive/TumorDataset/sample_data/IMG002992.jpeg,,0
IMG002969,/content/drive/MyDrive/TumorDataset/sample_data/IMG002969.jpeg,,0
IMG002978,/content/drive/MyDrive/TumorDataset/sample_data/IMG002978.jpeg,,0
IMG002987,/content/drive/MyDrive/TumorDataset/sample_data/IMG002987.jpeg,,0
IMG002994,/content/drive/MyDrive/TumorDataset/sample_data/IMG002994.jpeg,,0
IMG002953,/content/drive/MyDrive/TumorDataset/sample_data/IMG002953.jpeg,,0
IMG002976,/content/drive/MyDrive/TumorDataset/sample_data/IMG002976.jpeg,,0
IMG002981,/content/drive/MyDrive/TumorDataset/sample_data/IMG002981.jpeg,,0
IMG002958,/content/drive/MyDrive/TumorDataset/sample_data/IMG002958.jpeg,,0
IMG002989,/content/drive/MyDrive/TumorDataset/sample_data/IMG002989.jpeg,,0
IMG002995,/content/drive/MyDrive/TumorDataset/sample_data/IMG002995.jpeg,,0
IMG002968,/content/drive/MyDrive/TumorDataset/sample_data/IMG002968.jpeg,,0
IMG003001,/content/drive/MyDrive/TumorDataset/sample_data/IMG003001.jpeg,,0
IMG002964,/content/drive/MyDrive/TumorDataset/sample_data/IMG002964.jpeg,,0
IMG002982,/content/drive/MyDrive/TumorDataset/sample_data/IMG002982.jpeg,,0
IMG002990,/content/drive/MyDrive/TumorDataset/sample_data/IMG002990.jpeg,,0
IMG002920,/content/drive/MyDrive/TumorDataset/sample_data/IMG002920.jpeg,,0
IMG002986,/content/drive/MyDrive/TumorDataset/sample_data/IMG002986.jpeg,,0
IMG002925,/content/drive/MyDrive/TumorDataset/sample_data/IMG002925.jpeg,,0
IMG002959,/content/drive/MyDrive/TumorDataset/sample_data/IMG002959.jpeg,,0
IMG002940,/content/drive/MyDrive/TumorDataset/sample_data/IMG002940.jpeg,,0
IMG002971,/content/drive/MyDrive/TumorDataset/sample_data/IMG002971.jpeg,,0
IMG002954,/content/drive/MyDrive/TumorDataset/sample_data/IMG002954.jpeg,,0
IMG002921,/content/drive/MyDrive/TumorDataset/sample_data/IMG002921.jpeg,,0
IMG002946,/content/drive/MyDrive/TumorDataset/sample_data/IMG002946.jpeg,,0
IMG002927,/content/drive/MyDrive/TumorDataset/sample_data/IMG002927.jpeg,,0
IMG002963,/content/drive/MyDrive/TumorDataset/sample_data/IMG002963.jpeg,,0
IMG003002,/content/drive/MyDrive/TumorDataset/sample_data/IMG003002.jpeg,,0
IMG003045,/content/drive/MyDrive/TumorDataset/sample_data/IMG003045.jpeg,,0
IMG003047,/content/drive/MyDrive/TumorDataset/sample_data/IMG003047.jpeg,,0
IMG003057,/content/drive/MyDrive/TumorDataset/sample_data/IMG003057.jpeg,,0
IMG003022,/content/drive/MyDrive/TumorDataset/sample_data/IMG003022.jpeg,,0
IMG003023,/content/drive/MyDrive/TumorDataset/sample_data/IMG003023.jpeg,,0
IMG003041,/content/drive/MyDrive/TumorDataset/sample_data/IMG003041.jpeg,,0
IMG003013,/content/drive/MyDrive/TumorDataset/sample_data/IMG003013.jpeg,,0
IMG003005,/content/drive/MyDrive/TumorDataset/sample_data/IMG003005.jpeg,,0
IMG003049,/content/drive/MyDrive/TumorDataset/sample_data/IMG003049.jpeg,,0
IMG003046,/content/drive/MyDrive/TumorDataset/sample_data/IMG003046.jpeg,,0
IMG003033,/content/drive/MyDrive/TumorDataset/sample_data/IMG003033.jpeg,,0
IMG003006,/content/drive/MyDrive/TumorDataset/sample_data/IMG003006.jpeg,,0
IMG003014,/content/drive/MyDrive/TumorDataset/sample_data/IMG003014.jpeg,,0
IMG003054,/content/drive/MyDrive/TumorDataset/sample_data/IMG003054.jpeg,,0
IMG003018,/content/drive/MyDrive/TumorDataset/sample_data/IMG003018.jpeg,,0
IMG003011,/content/drive/MyDrive/TumorDataset/sample_data/IMG003011.jpeg,,0
IMG003058,/content/drive/MyDrive/TumorDataset/sample_data/IMG003058.jpeg,,0
IMG003009,/content/drive/MyDrive/TumorDataset/sample_data/IMG003009.jpeg,,0
IMG003036,/content/drive/MyDrive/TumorDataset/sample_data/IMG003036.jpeg,,0
IMG003040,/content/drive/MyDrive/TumorDataset/sample_data/IMG003040.jpeg,,0
IMG003052,/content/drive/MyDrive/TumorDataset/sample_data/IMG003052.jpeg,,0
IMG003044,/content/drive/MyDrive/TumorDataset/sample_data/IMG003044.jpeg,,0
IMG003051,/content/drive/MyDrive/TumorDataset/sample_data/IMG003051.jpeg,,0
IMG003034,/content/drive/MyDrive/TumorDataset/sample_data/IMG003034.jpeg,,0
IMG003043,/content/drive/MyDrive/TumorDataset/sample_data/IMG003043.jpeg,,0
IMG003029,/content/drive/MyDrive/TumorDataset/sample_data/IMG003029.jpeg,,0
IMG003007,/content/drive/MyDrive/TumorDataset/sample_data/IMG003007.jpeg,,0
IMG003019,/content/drive/MyDrive/TumorDataset/sample_data/IMG003019.jpeg,,0
IMG003048,/content/drive/MyDrive/TumorDataset/sample_data/IMG003048.jpeg,,0
IMG003053,/content/drive/MyDrive/TumorDataset/sample_data/IMG003053.jpeg,,0
IMG003056,/content/drive/MyDrive/TumorDataset/sample_data/IMG003056.jpeg,,0
IMG003026,/content/drive/MyDrive/TumorDataset/sample_data/IMG003026.jpeg,,0
IMG003015,/content/drive/MyDrive/TumorDataset/sample_data/IMG003015.jpeg,,0
IMG003055,/content/drive/MyDrive/TumorDataset/sample_data/IMG003055.jpeg,,0
IMG003017,/content/drive/MyDrive/TumorDataset/sample_data/IMG003017.jpeg,,0
IMG003003,/content/drive/MyDrive/TumorDataset/sample_data/IMG003003.jpeg,,0
IMG003038,/content/drive/MyDrive/TumorDataset/sample_data/IMG003038.jpeg,,0
IMG003037,/content/drive/MyDrive/TumorDataset/sample_data/IMG003037.jpeg,,0
IMG003021,/content/drive/MyDrive/TumorDataset/sample_data/IMG003021.jpeg,,0
IMG003010,/content/drive/MyDrive/TumorDataset/sample_data/IMG003010.jpeg,,0
IMG003025,/content/drive/MyDrive/TumorDataset/sample_data/IMG003025.jpeg,,0
IMG003012,/content/drive/MyDrive/TumorDataset/sample_data/IMG003012.jpeg,,0
IMG003008,/content/drive/MyDrive/TumorDataset/sample_data/IMG003008.jpeg,,0
IMG003027,/content/drive/MyDrive/TumorDataset/sample_data/IMG003027.jpeg,,0
IMG003030,/content/drive/MyDrive/TumorDataset/sample_data/IMG003030.jpeg,,0
IMG003028,/content/drive/MyDrive/TumorDataset/sample_data/IMG003028.jpeg,,0
IMG003031,/content/drive/MyDrive/TumorDataset/sample_data/IMG003031.jpeg,,0
IMG003039,/content/drive/MyDrive/TumorDataset/sample_data/IMG003039.jpeg,,0
IMG003035,/content/drive/MyDrive/TumorDataset/sample_data/IMG003035.jpeg,,0
IMG003024,/content/drive/MyDrive/TumorDataset/sample_data/IMG003024.jpeg,,0
IMG003032,/content/drive/MyDrive/TumorDataset/sample_data/IMG003032.jpeg,,0
IMG003016,/content/drive/MyDrive/TumorDataset/sample_data/IMG003016.jpeg,,0
IMG003042,/content/drive/MyDrive/TumorDataset/sample_data/IMG003042.jpeg,,0
IMG003004,/content/drive/MyDrive/TumorDataset/sample_data/IMG003004.jpeg,,0
IMG003020,/content/drive/MyDrive/TumorDataset/sample_data/IMG003020.jpeg,,0
IMG003050,/content/drive/MyDrive/TumorDataset/sample_data/IMG003050.jpeg,,0
IMG003062,/content/drive/MyDrive/TumorDataset/sample_data/IMG003062.jpeg,,0
IMG003106,/content/drive/MyDrive/TumorDataset/sample_data/IMG003106.jpeg,,0
IMG003115,/content/drive/MyDrive/TumorDataset/sample_data/IMG003115.jpeg,,0
IMG003067,/content/drive/MyDrive/TumorDataset/sample_data/IMG003067.jpeg,,0
